labels, track_id, stationary, pos_x, pos_y, pos_z, dim_x, dim_y, dim_z, yaw, vehicle_state, intended_actions, potential_destination,right turn/left turn/go forward/u turn/lane change not possible/none of the above
Car,87667b9e-1304-4dab-b772-3b059c00c2b0,dynamic,23.475610985995996,30.179554131251837,1.0340637220723405,1.917,5.059,2.113,-2.7720515119674216,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,879140ef-d742-4d2f-b29b-795079245270,dynamic,42.246861221347004,-38.54498949220469,-4.172443201908108,1.86,4.18,1.86,-1.5939895573869736,Other moving,None,None,-1.-1.-1.-1.-1.-1
Pedestrian,8f62a01b-8bfe-4bde-87f7-52bb205d4cb5,dynamic,68.61874658980038,8.78428531732829,-1.8777599739090396,0.879,0.776,1.817,-1.576640904505421,None,Moving,None,-1.-1.-1.-1.-1.-1
Pedestrian,9abd7efb-f4b6-4a67-b269-188213a22d79,dynamic,39.567006833241024,9.843839736526988,-0.6753729522287808,0.76,1.187,1.842,1.5682307373962925,None,Crossing the road,None,0.0.0.0.0.0
Bicyclist,aa9109e4-98ab-407d-bdef-007f21511603,dynamic,44.29019205993272,7.138822181819616,-1.1013228824863572,0.87,1.91,1.701,-2.9252853808941066,Other moving,None,None,0.0.0.0.0.1
Car,c5c2bb9d-a801-48d6-9942-ba3b07664b43,dynamic,49.82079070477734,-36.103362163246636,-3.365768443092816,1.86,4.367,1.86,-1.5939895573869736,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,cd1720cb-8b0e-4ef7-9cd6-761768382174,dynamic,4.1959096085618235,-37.57516731608981,-3.9528975160068986,1.86,4.18,1.86,-1.5625926959400673,Other moving,None,None,-1.-1.-1.-1.-1.-1
Truck,cd180a7d-646d-43c1-9bb9-b75fa7fbaf64,dynamic,23.132382539448063,-37.56265360519087,-3.7790287584564393,2.285,6.698,2.35,-1.6006519475679488,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,e8395eb0-46b8-4e5b-8d49-4b82cc6d2d0b,dynamic,7.372700762794867,-34.811926656208904,-4.231079143667062,1.86,4.18,1.86,-1.5625926959400673,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,fa721ea5-e4c2-418f-ac35-606faa8517a0,dynamic,27.62970033105653,-35.00666198145562,-4.191624808700804,1.86,4.18,1.911,-1.585268090658324,Other moving,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,1c23e0f5-74a2-448c-8212-992f8df0e447,dynamic,169.9582229603333,-38.01945669546505,1.4447137349531367,1,1,1,-1.5693411799768395,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,2cf22eb9-04a7-4909-8509-a73f803da8ba,dynamic,175.15023859922553,-1.9328420578245962,6.417832233433915,1,1,1,-1.6053528945269169,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,7572d37d-74f3-40f4-8543-c17eaddc3df1,dynamic,-32.32499999229642,-36.50391505625009,-1.6955872755375674,1,1,1,-1.5996428481992815,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,d334159f-a007-41e9-8c2b-daf8a5c3d850,dynamic,-31.642172724386867,-2.71452539080043,-0.42979188978076976,1,1,1,-1.5996428481992815,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,e0c423ce-9c0c-4d9e-8df7-030c0ef9f523,dynamic,35.90200208019729,-50.632090561296536,-4.731486334884394,1,1,1,0.31720832240643887,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,e93b90e5-b1f4-4422-ac52-a841d452f11d,dynamic,14.384292901927726,40.59361871730607,1.7388724136928988,1,1,1,0.38402067512896587,None,None,None,0.0.0.0.0.0
