labels, track_id, stationary, pos_x, pos_y, pos_z, dim_x, dim_y, dim_z, yaw, vehicle_state, intended_actions, potential_destination,right turn/left turn/go forward/u turn/lane change not possible/none of the above
Pedestrian,4ab64275-275c-4f58-8ed5-39837a4a265d,dynamic,74.43660359856666,8.726579368563032,-2.549002639570613,0.759,0.938,1.555,-1.5531060938867693,None,Moving,None,-1.-1.-1.-1.-1.-1
Bicyclist,5745115c-5e71-4cac-9fb5-29b95b2c87be,dynamic,43.015076818719535,5.596763418175603,-1.0417107169321103,0.734,1.987,1.799,2.5016328293770638,Stopped,None,None,0.0.0.0.0.1
Car,72162541-bcac-4fd4-ae43-e0460b6d4c16,dynamic,43.982381835296636,-0.0649907973101157,-1.4948533085459212,1.884,3.788,1.86,-1.5791660959290121,Other moving,None,None,0.0.0.0.0.1
Car,87667b9e-1304-4dab-b772-3b059c00c2b0,dynamic,19.052553613117276,29.933216016812274,1.1627918426678554,1.917,5.059,2.113,-2.7744013413195727,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,879140ef-d742-4d2f-b29b-795079245270,dynamic,40.30445890043518,-38.85973449324525,-4.1488074249392515,1.86,4.18,1.86,-1.5966025118526959,Other moving,None,None,-1.-1.-1.-1.-1.-1
Pedestrian,8f62a01b-8bfe-4bde-87f7-52bb205d4cb5,dynamic,64.65861989005509,8.483827056950995,-2.1278234481458003,0.879,0.776,1.817,-1.5664737077428073,None,Moving,None,-1.-1.-1.-1.-1.-1
Pedestrian,9abd7efb-f4b6-4a67-b269-188213a22d79,dynamic,34.256042992420916,9.575479097884507,-0.5247445963835813,0.76,1.187,1.842,1.5578544378517423,None,Crossing the road,None,0.0.0.0.0.0
Bicyclist,aa9109e4-98ab-407d-bdef-007f21511603,dynamic,39.900436505070445,6.389065236250421,-0.8988977424963767,0.87,1.91,1.701,-2.945138785404287,Other moving,None,None,0.0.0.0.0.1
Car,c5c2bb9d-a801-48d6-9942-ba3b07664b43,dynamic,48.53534864813656,-36.40906943523758,-4.1972298850655605,1.86,4.367,1.86,-1.5966025118526959,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,cd1720cb-8b0e-4ef7-9cd6-761768382174,dynamic,2.4875318260678867,-37.69890434077261,-4.429492317827933,1.86,4.18,1.86,-1.5652171463845428,Other moving,None,None,-1.-1.-1.-1.-1.-1
Truck,cd180a7d-646d-43c1-9bb9-b75fa7fbaf64,dynamic,21.306624554004955,-37.809010073509064,-4.181154594304726,2.285,6.698,2.35,-1.6032624219164546,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,e8395eb0-46b8-4e5b-8d49-4b82cc6d2d0b,dynamic,5.158779992898424,-34.91608282558428,-4.084350831174197,1.86,4.18,1.86,-1.5652171463845428,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,fa721ea5-e4c2-418f-ac35-606faa8517a0,dynamic,26.050467633290282,-35.21804548739755,-4.451571591981832,1.86,4.18,1.911,-1.5966025118526959,Other moving,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,1c23e0f5-74a2-448c-8212-992f8df0e447,dynamic,165.2772348519594,-38.60604189080231,0.09449035315620635,1,1,1,-1.5719631874203153,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,2cf22eb9-04a7-4909-8509-a73f803da8ba,dynamic,170.60201668391517,-2.5646909167697545,5.252048729818185,1,1,1,-1.6079616109115025,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,7572d37d-74f3-40f4-8543-c17eaddc3df1,dynamic,-37.018030647544464,-36.528377758892304,-1.6287372116782977,1,1,1,-1.6022536990545921,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,d334159f-a007-41e9-8c2b-daf8a5c3d850,dynamic,-36.23431225652188,-2.749346796488204,-0.1610186676385581,1,1,1,-1.6022536990545921,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,e0c423ce-9c0c-4d9e-8df7-030c0ef9f523,dynamic,31.147478832436136,-50.8207116632176,-5.225728579745139,1,1,1,0.31484947076660424,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,e93b90e5-b1f4-4422-ac52-a841d452f11d,dynamic,9.92400296690682,40.420991647158715,1.9522260876065822,1,1,1,0.38167298629945035,None,None,None,0.0.0.0.0.0
