labels, track_id, stationary, pos_x, pos_y, pos_z, dim_x, dim_y, dim_z, yaw, vehicle_state, intended_actions, potential_destination,right turn/left turn/go forward/u turn/lane change not possible/none of the above
Car,72162541-bcac-4fd4-ae43-e0460b6d4c16,dynamic,43.75239302369181,0.04648693544048754,-1.5239035802521916,1.884,3.788,1.86,-1.574919313390282,Other moving,None,None,0.0.0.0.0.1
Car,87667b9e-1304-4dab-b772-3b059c00c2b0,dynamic,21.317804700227406,30.057131462780085,1.291622269449155,1.917,5.059,2.113,-2.7733407718745204,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,879140ef-d742-4d2f-b29b-795079245270,dynamic,41.16263234806816,-38.70151776729562,-4.565730859986246,1.86,4.18,1.86,-1.5958403153966636,Other moving,None,None,-1.-1.-1.-1.-1.-1
Pedestrian,8f62a01b-8bfe-4bde-87f7-52bb205d4cb5,dynamic,66.6415722047018,8.593605263916402,-2.2410463126629656,0.879,0.776,1.817,-1.5750134575011747,None,Moving,None,-1.-1.-1.-1.-1.-1
Pedestrian,9abd7efb-f4b6-4a67-b269-188213a22d79,dynamic,36.91080743301437,9.678183935839503,-0.7706748646953823,0.76,1.187,1.842,1.5537752848413366,None,Crossing the road,None,0.0.0.0.0.0
Bicyclist,aa9109e4-98ab-407d-bdef-007f21511603,dynamic,42.24751614197008,6.7238857255536075,-0.999015050509594,0.87,1.91,1.701,-2.9440678815784347,Other moving,None,None,0.0.0.0.0.1
Car,c5c2bb9d-a801-48d6-9942-ba3b07664b43,dynamic,49.145361557384376,-36.26709929337275,-4.354290408434391,1.86,4.367,1.86,-1.5958403153966636,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,cd1720cb-8b0e-4ef7-9cd6-761768382174,dynamic,3.793591356624013,-37.63029442509313,-4.625605152371346,1.86,4.18,1.86,-1.5644588509518724,Other moving,None,None,-1.-1.-1.-1.-1.-1
Truck,cd180a7d-646d-43c1-9bb9-b75fa7fbaf64,dynamic,22.29155005029849,-37.68679220758908,-4.3341516094418715,2.285,6.698,2.35,-1.6024993225848188,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,e8395eb0-46b8-4e5b-8d49-4b82cc6d2d0b,dynamic,6.465484517726281,-34.82955583861613,-4.1374409321813115,1.86,4.18,1.86,-1.5644588509518724,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,fa721ea5-e4c2-418f-ac35-606faa8517a0,dynamic,26.80464130513264,-35.10524203032389,-4.766929852658338,1.86,4.18,1.911,-1.591481763402697,Other moving,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,1c23e0f5-74a2-448c-8212-992f8df0e447,dynamic,167.60616081290334,-38.43786755633683,-0.4519293420859285,1,1,1,-1.571204103188599,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,2cf22eb9-04a7-4909-8509-a73f803da8ba,dynamic,172.91327452466098,-2.428053020188769,4.938848998997428,1,1,1,-1.607197858898841,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,7572d37d-74f3-40f4-8543-c17eaddc3df1,dynamic,-34.69332714244873,-36.50142476668733,-1.803967553376115,1,1,1,-1.601490738145108,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,d334159f-a007-41e9-8c2b-daf8a5c3d850,dynamic,-33.932119949029165,-2.7324608662592165,-0.11015950632066884,1,1,1,-1.601490738145108,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,e0c423ce-9c0c-4d9e-8df7-030c0ef9f523,dynamic,33.476311683480475,-50.71772880213026,-5.617480358417686,1,1,1,0.3159151614374423,None,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,e93b90e5-b1f4-4422-ac52-a841d452f11d,dynamic,12.197762668645417,40.45751586556372,2.21230224452889,1,1,1,0.38273184360701873,None,None,None,0.0.0.0.0.0
